Matagepercentage_id,Region_id,Region_cod,Region_desc,Year,Percentage,Age_group_Id,Age_group_desc,Type_Birth_Id,Type_birth_desc
895,11,FL,Florida,2004,52.5,2,20 until 29,1,Birth
896,12,GA,Georgia,2004,54.4,2,20 until 29,1,Birth
897,13,HI,Hawaii,2004,51.3,2,20 until 29,1,Birth
898,14,ID,Idaho,2004,62.2,2,20 until 29,1,Birth
899,15,IL,Illinois,2004,49.8,2,20 until 29,1,Birth
900,16,IN,Indiana,2004,58.2,2,20 until 29,1,Birth
901,17,IA,Iowa,2004,58.6,2,20 until 29,1,Birth
902,18,KS,Kansas,2004,57.9,2,20 until 29,1,Birth
903,19,KY,Kentucky,2004,59.1,2,20 until 29,1,Birth
904,20,LA,Louisiana,2004,60.4,2,20 until 29,1,Birth
905,21,ME,Maine,2004,53.9,2,20 until 29,1,Birth
906,22,MD,Maryland,2004,46.1,2,20 until 29,1,Birth
907,23,MA,Massachusetts,2004,38.8,2,20 until 29,1,Birth
908,24,MI,Michigan,2004,53.1,2,20 until 29,1,Birth
909,25,MN,Minnesota,2004,51.8,2,20 until 29,1,Birth
910,26,MS,Mississippi,2004,61.2,2,20 until 29,1,Birth
911,27,MO,Missouri,2004,57.7,2,20 until 29,1,Birth
912,28,MT,Montana,2004,57.5,2,20 until 29,1,Birth
913,29,NE,Nebraska,2004,57.1,2,20 until 29,1,Birth
914,30,NV,Nevada,2004,54.8,2,20 until 29,1,Birth
915,31,NH,New Hampshire,2004,46.1,2,20 until 29,1,Birth
916,32,NJ,New Jersey,2004,41.7,2,20 until 29,1,Birth
917,33,NM,New Mexico,2004,57,2,20 until 29,1,Birth
918,34,NY,New York,2004,46.1,2,20 until 29,1,Birth
919,35,NC,North Carolina,2004,53.8,2,20 until 29,1,Birth
920,36,ND,North Dakota,2004,59.9,2,20 until 29,1,Birth
921,37,OH,Ohio,2004,54.9,2,20 until 29,1,Birth
922,38,OK,Oklahoma,2004,61.5,2,20 until 29,1,Birth
923,39,OR,Oregon,2004,54.4,2,20 until 29,1,Birth
924,40,PA,Pennsylvania,2004,49.6,2,20 until 29,1,Birth
925,41,RI,Rhode Island,2004,46,2,20 until 29,1,Birth
926,42,SC,South Carolina,2004,56.5,2,20 until 29,1,Birth
927,43,SD,South Dakota,2004,59.5,2,20 until 29,1,Birth
928,44,TN,Tennessee,2004,57.8,2,20 until 29,1,Birth
929,45,TX,Texas,2004,54.9,2,20 until 29,1,Birth
930,46,UT,Utah,2004,64.3,2,20 until 29,1,Birth
931,47,VT,Vermont,2004,50,2,20 until 29,1,Birth
932,48,VA,Virginia,2004,50.2,2,20 until 29,1,Birth
933,49,WA,Washington,2004,52.3,2,20 until 29,1,Birth
934,50,WV,West Virginia,2004,60.7,2,20 until 29,1,Birth
935,51,WI,Wisconsin,2004,53.4,2,20 until 29,1,Birth
936,52,WY,Wyoming,2004,63.1,2,20 until 29,1,Birth
937,1,US,United States,2004,34.5,3,30 until 39,1,Birth
938,2,AL,Alabama,2004,25.6,3,30 until 39,1,Birth
939,3,AK,Alaska,2004,30.2,3,30 until 39,1,Birth
940,4,AZ,Arizona,2004,29.9,3,30 until 39,1,Birth
941,5,AR,Arkansas,2004,22.3,3,30 until 39,1,Birth
942,6,CA,California,2004,38,3,30 until 39,1,Birth
943,7,CO,Colorado,2004,36.7,3,30 until 39,1,Birth
944,8,CT,Connecticut,2004,48.1,3,30 until 39,1,Birth
945,9,DE,Delaware,2004,34.9,3,30 until 39,1,Birth
946,10,DC,District of Columbia,2004,39.2,3,30 until 39,1,Birth
947,11,FL,Florida,2004,33.8,3,30 until 39,1,Birth
948,12,GA,Georgia,2004,31.5,3,30 until 39,1,Birth
949,13,HI,Hawaii,2004,36.7,3,30 until 39,1,Birth
950,14,ID,Idaho,2004,27,3,30 until 39,1,Birth
951,15,IL,Illinois,2004,37.6,3,30 until 39,1,Birth
952,16,IN,Indiana,2004,29,3,30 until 39,1,Birth
953,17,IA,Iowa,2004,31,3,30 until 39,1,Birth
954,18,KS,Kansas,2004,29.9,3,30 until 39,1,Birth
955,19,KY,Kentucky,2004,27,3,30 until 39,1,Birth
956,20,LA,Louisiana,2004,23.9,3,30 until 39,1,Birth
957,21,ME,Maine,2004,35.8,3,30 until 39,1,Birth
958,22,MD,Maryland,2004,41.5,3,30 until 39,1,Birth
959,23,MA,Massachusetts,2004,50.7,3,30 until 39,1,Birth
960,24,MI,Michigan,2004,34.9,3,30 until 39,1,Birth
961,25,MN,Minnesota,2004,38.6,3,30 until 39,1,Birth
962,26,MS,Mississippi,2004,21.6,3,30 until 39,1,Birth
963,27,MO,Missouri,2004,29.1,3,30 until 39,1,Birth
964,28,MT,Montana,2004,29.9,3,30 until 39,1,Birth
965,29,NE,Nebraska,2004,32.6,3,30 until 39,1,Birth
966,30,NV,Nevada,2004,31.9,3,30 until 39,1,Birth
967,31,NH,New Hampshire,2004,44.6,3,30 until 39,1,Birth
968,32,NJ,New Jersey,2004,48,3,30 until 39,1,Birth
969,33,NM,New Mexico,2004,25.1,3,30 until 39,1,Birth
970,34,NY,New York,2004,42.8,3,30 until 39,1,Birth
971,35,NC,North Carolina,2004,32.5,3,30 until 39,1,Birth
972,36,ND,North Dakota,2004,30.5,3,30 until 39,1,Birth
973,37,OH,Ohio,2004,32.4,3,30 until 39,1,Birth
974,38,OK,Oklahoma,2004,23.7,3,30 until 39,1,Birth
975,39,OR,Oregon,2004,34.3,3,30 until 39,1,Birth
976,40,PA,Pennsylvania,2004,38.5,3,30 until 39,1,Birth
977,41,RI,Rhode Island,2004,41.6,3,30 until 39,1,Birth
978,42,SC,South Carolina,2004,28.4,3,30 until 39,1,Birth
979,43,SD,South Dakota,2004,29,3,30 until 39,1,Birth
980,44,TN,Tennessee,2004,27.4,3,30 until 39,1,Birth
981,45,TX,Texas,2004,29.5,3,30 until 39,1,Birth
982,46,UT,Utah,2004,27.7,3,30 until 39,1,Birth
983,47,VT,Vermont,2004,39.8,3,30 until 39,1,Birth
984,48,VA,Virginia,2004,38.1,3,30 until 39,1,Birth
985,49,WA,Washington,2004,36.5,3,30 until 39,1,Birth
986,50,WV,West Virginia,2004,25.6,3,30 until 39,1,Birth
987,51,WI,Wisconsin,2004,35.6,3,30 until 39,1,Birth
988,52,WY,Wyoming,2004,23.8,3,30 until 39,1,Birth
989,1,US,United States,2004,2.7,4,More or equal 40,1,Birth
990,2,AL,Alabama,2004,1.6,4,More or equal 40,1,Birth
991,3,AK,Alaska,2004,2.8,4,More or equal 40,1,Birth
992,4,AZ,Arizona,2004,2.1,4,More or equal 40,1,Birth
993,5,AR,Arkansas,2004,1.3,4,More or equal 40,1,Birth
994,6,CA,California,2004,3.5,4,More or equal 40,1,Birth
995,7,CO,Colorado,2004,2.7,4,More or equal 40,1,Birth
996,8,CT,Connecticut,2004,4.3,4,More or equal 40,1,Birth
997,9,DE,Delaware,2004,2.4,4,More or equal 40,1,Birth
998,10,DC,District of Columbia,2004,4.5,4,More or equal 40,1,Birth
999,11,FL,Florida,2004,2.8,4,More or equal 40,1,Birth
1000,12,GA,Georgia,2004,2.1,4,More or equal 40,1,Birth
1001,13,HI,Hawaii,2004,3.6,4,More or equal 40,1,Birth
1002,14,ID,Idaho,2004,1.8,4,More or equal 40,1,Birth
1003,15,IL,Illinois,2004,2.7,4,More or equal 40,1,Birth
1004,16,IN,Indiana,2004,1.8,4,More or equal 40,1,Birth
1005,17,IA,Iowa,2004,1.8,4,More or equal 40,1,Birth
1006,18,KS,Kansas,2004,2,4,More or equal 40,1,Birth
1007,19,KY,Kentucky,2004,1.6,4,More or equal 40,1,Birth
1008,20,LA,Louisiana,2004,1.6,4,More or equal 40,1,Birth
1009,21,ME,Maine,2004,2.4,4,More or equal 40,1,Birth
1010,22,MD,Maryland,2004,3.8,4,More or equal 40,1,Birth
1011,23,MA,Massachusetts,2004,4.5,4,More or equal 40,1,Birth
1012,24,MI,Michigan,2004,2.4,4,More or equal 40,1,Birth
1013,25,MN,Minnesota,2004,2.7,4,More or equal 40,1,Birth
1014,26,MS,Mississippi,2004,1.3,4,More or equal 40,1,Birth
1015,27,MO,Missouri,2004,1.9,4,More or equal 40,1,Birth
1016,28,MT,Montana,2004,2.3,4,More or equal 40,1,Birth
1017,29,NE,Nebraska,2004,2,4,More or equal 40,1,Birth
1018,30,NV,Nevada,2004,2.4,4,More or equal 40,1,Birth
1019,31,NH,New Hampshire,2004,3.3,4,More or equal 40,1,Birth
1020,32,NJ,New Jersey,2004,4.1,4,More or equal 40,1,Birth
1021,33,NM,New Mexico,2004,2.2,4,More or equal 40,1,Birth
1022,34,NY,New York,2004,4.1,4,More or equal 40,1,Birth
1023,35,NC,North Carolina,2004,2,4,More or equal 40,1,Birth
1024,36,ND,North Dakota,2004,1.9,4,More or equal 40,1,Birth
1025,37,OH,Ohio,2004,2.1,4,More or equal 40,1,Birth
1026,38,OK,Oklahoma,2004,1.4,4,More or equal 40,1,Birth
1027,39,OR,Oregon,2004,2.5,4,More or equal 40,1,Birth
1028,40,PA,Pennsylvania,2004,2.8,4,More or equal 40,1,Birth
1029,41,RI,Rhode Island,2004,3.3,4,More or equal 40,1,Birth
1030,42,SC,South Carolina,2004,1.8,4,More or equal 40,1,Birth
1031,43,SD,South Dakota,2004,1.8,4,More or equal 40,1,Birth
1032,44,TN,Tennessee,2004,1.7,4,More or equal 40,1,Birth
1033,45,TX,Texas,2004,2,4,More or equal 40,1,Birth
1034,46,UT,Utah,2004,1.5,4,More or equal 40,1,Birth
1035,47,VT,Vermont,2004,3.3,4,More or equal 40,1,Birth
1036,48,VA,Virginia,2004,3.1,4,More or equal 40,1,Birth
1037,49,WA,Washington,2004,2.9,4,More or equal 40,1,Birth
1038,50,WV,West Virginia,2004,1.6,4,More or equal 40,1,Birth
1039,51,WI,Wisconsin,2004,2.4,4,More or equal 40,1,Birth
1040,52,WY,Wyoming,2004,1.7,4,More or equal 40,1,Birth
1041,1,US,United States,2005,10.3,1,Less than 20,1,Birth
1042,2,AL,Alabama,2005,13.5,1,Less than 20,1,Birth
1043,3,AK,Alaska,2005,10.1,1,Less than 20,1,Birth
1044,4,AZ,Arizona,2005,12.6,1,Less than 20,1,Birth
1045,5,AR,Arkansas,2005,14.7,1,Less than 20,1,Birth
1046,6,CA,California,2005,9.4,1,Less than 20,1,Birth
1047,7,CO,Colorado,2005,9.7,1,Less than 20,1,Birth
1048,8,CT,Connecticut,2005,6.9,1,Less than 20,1,Birth
1049,9,DE,Delaware,2005,10.6,1,Less than 20,1,Birth
1050,10,DC,District of Columbia,2005,11.7,1,Less than 20,1,Birth
1051,11,FL,Florida,2005,10.9,1,Less than 20,1,Birth
1052,12,GA,Georgia,2005,12.1,1,Less than 20,1,Birth
1053,13,HI,Hawaii,2005,8.5,1,Less than 20,1,Birth
1054,14,ID,Idaho,2005,8.9,1,Less than 20,1,Birth
1055,15,IL,Illinois,2005,9.9,1,Less than 20,1,Birth
1056,16,IN,Indiana,2005,11,1,Less than 20,1,Birth
1057,17,IA,Iowa,2005,8.7,1,Less than 20,1,Birth
1058,18,KS,Kansas,2005,10.2,1,Less than 20,1,Birth
1059,19,KY,Kentucky,2005,12.6,1,Less than 20,1,Birth
1060,20,LA,Louisiana,2005,13.8,1,Less than 20,1,Birth
1061,21,ME,Maine,2005,8.1,1,Less than 20,1,Birth
1062,22,MD,Maryland,2005,8.8,1,Less than 20,1,Birth
1063,23,MA,Massachusetts,2005,6.2,1,Less than 20,1,Birth
1064,24,MI,Michigan,2005,9.8,1,Less than 20,1,Birth
1065,25,MN,Minnesota,2005,7,1,Less than 20,1,Birth
1066,26,MS,Mississippi,2005,16.4,1,Less than 20,1,Birth
1067,27,MO,Missouri,2005,11.3,1,Less than 20,1,Birth
1068,28,MT,Montana,2005,10.1,1,Less than 20,1,Birth
1069,29,NE,Nebraska,2005,8.3,1,Less than 20,1,Birth
1070,30,NV,Nevada,2005,10.8,1,Less than 20,1,Birth
1071,31,NH,New Hampshire,2005,6.2,1,Less than 20,1,Birth
1072,32,NJ,New Jersey,2005,6.3,1,Less than 20,1,Birth
1073,33,NM,New Mexico,2005,15.7,1,Less than 20,1,Birth
1074,34,NY,New York,2005,7,1,Less than 20,1,Birth
1075,35,NC,North Carolina,2005,11.6,1,Less than 20,1,Birth
1076,36,ND,North Dakota,2005,7.8,1,Less than 20,1,Birth
1077,37,OH,Ohio,2005,10.8,1,Less than 20,1,Birth
1078,38,OK,Oklahoma,2005,13.5,1,Less than 20,1,Birth
1079,39,OR,Oregon,2005,8.9,1,Less than 20,1,Birth
1080,40,PA,Pennsylvania,2005,9.2,1,Less than 20,1,Birth
1081,41,RI,Rhode Island,2005,9.3,1,Less than 20,1,Birth
1082,42,SC,South Carolina,2005,13.3,1,Less than 20,1,Birth
1083,43,SD,South Dakota,2005,9.6,1,Less than 20,1,Birth
1084,44,TN,Tennessee,2005,13.2,1,Less than 20,1,Birth
1085,45,TX,Texas,2005,13.5,1,Less than 20,1,Birth
1086,46,UT,Utah,2005,6.6,1,Less than 20,1,Birth
1087,47,VT,Vermont,2005,7.2,1,Less than 20,1,Birth
1088,48,VA,Virginia,2005,8.5,1,Less than 20,1,Birth
1089,49,WA,Washington,2005,8.3,1,Less than 20,1,Birth
1090,50,WV,West Virginia,2005,12.3,1,Less than 20,1,Birth
1091,51,WI,Wisconsin,2005,8.6,1,Less than 20,1,Birth
1092,52,WY,Wyoming,2005,11.4,1,Less than 20,1,Birth
1093,1,US,United States,2005,52.9,2,20 until 29,1,Birth
1094,2,AL,Alabama,2005,59.6,2,20 until 29,1,Birth
1095,3,AK,Alaska,2005,57.8,2,20 until 29,1,Birth
1096,4,AZ,Arizona,2005,55.4,2,20 until 29,1,Birth
1097,5,AR,Arkansas,2005,61.9,2,20 until 29,1,Birth
1098,6,CA,California,2005,49.2,2,20 until 29,1,Birth
1099,7,CO,Colorado,2005,50.9,2,20 until 29,1,Birth
1100,8,CT,Connecticut,2005,41.7,2,20 until 29,1,Birth
1101,9,DE,Delaware,2005,52.6,2,20 until 29,1,Birth
1102,10,DC,District of Columbia,2005,44.6,2,20 until 29,1,Birth
1103,11,FL,Florida,2005,53,2,20 until 29,1,Birth
1104,12,GA,Georgia,2005,54.5,2,20 until 29,1,Birth
1105,13,HI,Hawaii,2005,51.3,2,20 until 29,1,Birth
1106,14,ID,Idaho,2005,62.2,2,20 until 29,1,Birth
1107,15,IL,Illinois,2005,50.1,2,20 until 29,1,Birth
1108,16,IN,Indiana,2005,58.6,2,20 until 29,1,Birth
1109,17,IA,Iowa,2005,58.9,2,20 until 29,1,Birth
1110,18,KS,Kansas,2005,58.2,2,20 until 29,1,Birth
1111,19,KY,Kentucky,2005,59.5,2,20 until 29,1,Birth
1112,20,LA,Louisiana,2005,60.9,2,20 until 29,1,Birth
1113,21,ME,Maine,2005,54.5,2,20 until 29,1,Birth
1114,22,MD,Maryland,2005,46.8,2,20 until 29,1,Birth
1115,23,MA,Massachusetts,2005,39.9,2,20 until 29,1,Birth
1116,24,MI,Michigan,2005,53.5,2,20 until 29,1,Birth
1117,25,MN,Minnesota,2005,52.4,2,20 until 29,1,Birth
1118,26,MS,Mississippi,2005,61.2,2,20 until 29,1,Birth
1119,27,MO,Missouri,2005,58.4,2,20 until 29,1,Birth
1120,28,MT,Montana,2005,57.9,2,20 until 29,1,Birth
1121,29,NE,Nebraska,2005,57.5,2,20 until 29,1,Birth
1122,30,NV,Nevada,2005,55,2,20 until 29,1,Birth
1123,31,NH,New Hampshire,2005,47.2,2,20 until 29,1,Birth
1124,32,NJ,New Jersey,2005,42.3,2,20 until 29,1,Birth
1125,33,NM,New Mexico,2005,57.1,2,20 until 29,1,Birth
1126,34,NY,New York,2005,46.6,2,20 until 29,1,Birth
1127,35,NC,North Carolina,2005,53.9,2,20 until 29,1,Birth
1128,36,ND,North Dakota,2005,60.8,2,20 until 29,1,Birth
1129,37,OH,Ohio,2005,55.4,2,20 until 29,1,Birth
1130,38,OK,Oklahoma,2005,61.7,2,20 until 29,1,Birth
1131,39,OR,Oregon,2005,54.3,2,20 until 29,1,Birth
1132,40,PA,Pennsylvania,2005,50.2,2,20 until 29,1,Birth
1133,41,RI,Rhode Island,2005,47,2,20 until 29,1,Birth
1134,42,SC,South Carolina,2005,56.8,2,20 until 29,1,Birth
1135,43,SD,South Dakota,2005,60.1,2,20 until 29,1,Birth
1136,44,TN,Tennessee,2005,58,2,20 until 29,1,Birth
1137,45,TX,Texas,2005,55,2,20 until 29,1,Birth
1138,46,UT,Utah,2005,63.5,2,20 until 29,1,Birth
1139,47,VT,Vermont,2005,50.5,2,20 until 29,1,Birth
1140,48,VA,Virginia,2005,50.7,2,20 until 29,1,Birth
1141,49,WA,Washington,2005,52.4,2,20 until 29,1,Birth
1142,50,WV,West Virginia,2005,60.5,2,20 until 29,1,Birth
1143,51,WI,Wisconsin,2005,54,2,20 until 29,1,Birth
1144,52,WY,Wyoming,2005,63.3,2,20 until 29,1,Birth
1145,1,US,United States,2005,34.2,3,30 until 39,1,Birth
1146,2,AL,Alabama,2005,25.4,3,30 until 39,1,Birth
1147,3,AK,Alaska,2005,29.3,3,30 until 39,1,Birth
1148,4,AZ,Arizona,2005,29.9,3,30 until 39,1,Birth
1149,5,AR,Arkansas,2005,22.1,3,30 until 39,1,Birth
1150,6,CA,California,2005,37.8,3,30 until 39,1,Birth
1151,7,CO,Colorado,2005,36.6,3,30 until 39,1,Birth
1152,8,CT,Connecticut,2005,47.1,3,30 until 39,1,Birth
1153,9,DE,Delaware,2005,34.4,3,30 until 39,1,Birth
1154,10,DC,District of Columbia,2005,39.4,3,30 until 39,1,Birth
1155,11,FL,Florida,2005,33.4,3,30 until 39,1,Birth
1156,12,GA,Georgia,2005,31.2,3,30 until 39,1,Birth
1157,13,HI,Hawaii,2005,36.6,3,30 until 39,1,Birth
1158,14,ID,Idaho,2005,27.1,3,30 until 39,1,Birth
1159,15,IL,Illinois,2005,37.3,3,30 until 39,1,Birth
1160,16,IN,Indiana,2005,28.7,3,30 until 39,1,Birth
1161,17,IA,Iowa,2005,30.7,3,30 until 39,1,Birth
1162,18,KS,Kansas,2005,29.6,3,30 until 39,1,Birth
1163,19,KY,Kentucky,2005,26.4,3,30 until 39,1,Birth
1164,20,LA,Louisiana,2005,23.8,3,30 until 39,1,Birth
1165,21,ME,Maine,2005,35,3,30 until 39,1,Birth
1166,22,MD,Maryland,2005,40.6,3,30 until 39,1,Birth
1167,23,MA,Massachusetts,2005,49.4,3,30 until 39,1,Birth
1168,24,MI,Michigan,2005,34.4,3,30 until 39,1,Birth
1169,25,MN,Minnesota,2005,37.9,3,30 until 39,1,Birth
1170,26,MS,Mississippi,2005,21.1,3,30 until 39,1,Birth
1171,27,MO,Missouri,2005,28.5,3,30 until 39,1,Birth
1172,28,MT,Montana,2005,29.8,3,30 until 39,1,Birth
1173,29,NE,Nebraska,2005,32.3,3,30 until 39,1,Birth
1174,30,NV,Nevada,2005,31.8,3,30 until 39,1,Birth
1175,31,NH,New Hampshire,2005,43.3,3,30 until 39,1,Birth
1176,32,NJ,New Jersey,2005,47.3,3,30 until 39,1,Birth
1177,33,NM,New Mexico,2005,25.1,3,30 until 39,1,Birth
1178,34,NY,New York,2005,42.2,3,30 until 39,1,Birth
1179,35,NC,North Carolina,2005,32.4,3,30 until 39,1,Birth
1180,36,ND,North Dakota,2005,29.7,3,30 until 39,1,Birth
1181,37,OH,Ohio,2005,31.8,3,30 until 39,1,Birth
1182,38,OK,Oklahoma,2005,23.3,3,30 until 39,1,Birth
1183,39,OR,Oregon,2005,34.4,3,30 until 39,1,Birth
1184,40,PA,Pennsylvania,2005,37.8,3,30 until 39,1,Birth
1185,41,RI,Rhode Island,2005,40.5,3,30 until 39,1,Birth
1186,42,SC,South Carolina,2005,28.1,3,30 until 39,1,Birth
1187,43,SD,South Dakota,2005,28.6,3,30 until 39,1,Birth
1188,44,TN,Tennessee,2005,27.1,3,30 until 39,1,Birth
1189,45,TX,Texas,2005,29.5,3,30 until 39,1,Birth
1190,46,UT,Utah,2005,28.4,3,30 until 39,1,Birth
1191,47,VT,Vermont,2005,39.2,3,30 until 39,1,Birth
1192,48,VA,Virginia,2005,37.7,3,30 until 39,1,Birth
1193,49,WA,Washington,2005,36.4,3,30 until 39,1,Birth
1194,50,WV,West Virginia,2005,25.6,3,30 until 39,1,Birth
1195,51,WI,Wisconsin,2005,35.1,3,30 until 39,1,Birth
1196,52,WY,Wyoming,2005,23.8,3,30 until 39,1,Birth
1197,1,US,United States,2005,2.6,4,More or equal 40,1,Birth
1198,2,AL,Alabama,2005,1.5,4,More or equal 40,1,Birth
1199,3,AK,Alaska,2005,2.8,4,More or equal 40,1,Birth
1200,4,AZ,Arizona,2005,2.1,4,More or equal 40,1,Birth
1201,5,AR,Arkansas,2005,1.3,4,More or equal 40,1,Birth
1202,6,CA,California,2005,3.5,4,More or equal 40,1,Birth
1203,7,CO,Colorado,2005,2.8,4,More or equal 40,1,Birth
1204,8,CT,Connecticut,2005,4.3,4,More or equal 40,1,Birth
1205,9,DE,Delaware,2005,2.4,4,More or equal 40,1,Birth
1206,10,DC,District of Columbia,2005,4.4,4,More or equal 40,1,Birth
1207,11,FL,Florida,2005,2.8,4,More or equal 40,1,Birth
1208,12,GA,Georgia,2005,2.2,4,More or equal 40,1,Birth
1209,13,HI,Hawaii,2005,3.6,4,More or equal 40,1,Birth
1210,14,ID,Idaho,2005,1.7,4,More or equal 40,1,Birth
1211,15,IL,Illinois,2005,2.7,4,More or equal 40,1,Birth
1212,16,IN,Indiana,2005,1.7,4,More or equal 40,1,Birth
1213,17,IA,Iowa,2005,1.8,4,More or equal 40,1,Birth
1214,18,KS,Kansas,2005,2,4,More or equal 40,1,Birth
1215,19,KY,Kentucky,2005,1.6,4,More or equal 40,1,Birth
1216,20,LA,Louisiana,2005,1.6,4,More or equal 40,1,Birth
1217,21,ME,Maine,2005,2.4,4,More or equal 40,1,Birth
1218,22,MD,Maryland,2005,3.8,4,More or equal 40,1,Birth
1219,23,MA,Massachusetts,2005,4.5,4,More or equal 40,1,Birth
1220,24,MI,Michigan,2005,2.3,4,More or equal 40,1,Birth
1221,25,MN,Minnesota,2005,2.7,4,More or equal 40,1,Birth
1222,26,MS,Mississippi,2005,1.3,4,More or equal 40,1,Birth
1223,27,MO,Missouri,2005,1.8,4,More or equal 40,1,Birth
1224,28,MT,Montana,2005,2.2,4,More or equal 40,1,Birth
1225,29,NE,Nebraska,2005,1.9,4,More or equal 40,1,Birth
1226,30,NV,Nevada,2005,2.5,4,More or equal 40,1,Birth
1227,31,NH,New Hampshire,2005,3.3,4,More or equal 40,1,Birth
1228,32,NJ,New Jersey,2005,4.1,4,More or equal 40,1,Birth
1229,33,NM,New Mexico,2005,2.1,4,More or equal 40,1,Birth
1230,34,NY,New York,2005,4.1,4,More or equal 40,1,Birth
1231,35,NC,North Carolina,2005,2.1,4,More or equal 40,1,Birth
1232,36,ND,North Dakota,2005,1.7,4,More or equal 40,1,Birth
1233,37,OH,Ohio,2005,2.1,4,More or equal 40,1,Birth
1234,38,OK,Oklahoma,2005,1.4,4,More or equal 40,1,Birth
1235,39,OR,Oregon,2005,2.4,4,More or equal 40,1,Birth
1236,40,PA,Pennsylvania,2005,2.8,4,More or equal 40,1,Birth
1237,41,RI,Rhode Island,2005,3.3,4,More or equal 40,1,Birth
1238,42,SC,South Carolina,2005,1.7,4,More or equal 40,1,Birth
1239,43,SD,South Dakota,2005,1.7,4,More or equal 40,1,Birth
1240,44,TN,Tennessee,2005,1.7,4,More or equal 40,1,Birth
1241,45,TX,Texas,2005,2,4,More or equal 40,1,Birth
1242,46,UT,Utah,2005,1.5,4,More or equal 40,1,Birth
1243,47,VT,Vermont,2005,3.2,4,More or equal 40,1,Birth
1244,48,VA,Virginia,2005,3.1,4,More or equal 40,1,Birth
1245,49,WA,Washington,2005,2.9,4,More or equal 40,1,Birth
1246,50,WV,West Virginia,2005,1.6,4,More or equal 40,1,Birth
1247,51,WI,Wisconsin,2005,2.3,4,More or equal 40,1,Birth
1248,52,WY,Wyoming,2005,1.6,4,More or equal 40,1,Birth
1249,1,US,United States,2006,10.4,1,Less than 20,1,Birth
1250,2,AL,Alabama,2006,13.6,1,Less than 20,1,Birth
1251,3,AK,Alaska,2006,10.1,1,Less than 20,1,Birth
1252,4,AZ,Arizona,2006,12.6,1,Less than 20,1,Birth
1253,5,AR,Arkansas,2006,14.7,1,Less than 20,1,Birth
1254,6,CA,California,2006,9.5,1,Less than 20,1,Birth
1255,7,CO,Colorado,2006,9.6,1,Less than 20,1,Birth
1256,8,CT,Connecticut,2006,6.9,1,Less than 20,1,Birth
1257,9,DE,Delaware,2006,10.5,1,Less than 20,1,Birth
1258,10,DC,District of Columbia,2006,12.1,1,Less than 20,1,Birth
1259,11,FL,Florida,2006,10.8,1,Less than 20,1,Birth
1260,12,GA,Georgia,2006,12.1,1,Less than 20,1,Birth
1261,13,HI,Hawaii,2006,8.5,1,Less than 20,1,Birth
1262,14,ID,Idaho,2006,9,1,Less than 20,1,Birth
1263,15,IL,Illinois,2006,10,1,Less than 20,1,Birth
1264,16,IN,Indiana,2006,11,1,Less than 20,1,Birth
1265,17,IA,Iowa,2006,8.8,1,Less than 20,1,Birth
1266,18,KS,Kansas,2006,10.4,1,Less than 20,1,Birth
1267,19,KY,Kentucky,2006,13,1,Less than 20,1,Birth
1268,20,LA,Louisiana,2006,13.8,1,Less than 20,1,Birth
1269,21,ME,Maine,2006,8.2,1,Less than 20,1,Birth
1270,22,MD,Maryland,2006,8.8,1,Less than 20,1,Birth
1271,23,MA,Massachusetts,2006,6.2,1,Less than 20,1,Birth
1272,24,MI,Michigan,2006,10,1,Less than 20,1,Birth
1273,25,MN,Minnesota,2006,7,1,Less than 20,1,Birth
1274,26,MS,Mississippi,2006,16.6,1,Less than 20,1,Birth
1275,27,MO,Missouri,2006,11.4,1,Less than 20,1,Birth
1276,28,MT,Montana,2006,10.2,1,Less than 20,1,Birth
1277,29,NE,Nebraska,2006,8.4,1,Less than 20,1,Birth
1278,30,NV,Nevada,2006,10.9,1,Less than 20,1,Birth
1279,31,NH,New Hampshire,2006,6.4,1,Less than 20,1,Birth
1280,32,NJ,New Jersey,2006,6.3,1,Less than 20,1,Birth
1281,33,NM,New Mexico,2006,15.5,1,Less than 20,1,Birth
1282,34,NY,New York,2006,7,1,Less than 20,1,Birth
1283,35,NC,North Carolina,2006,11.7,1,Less than 20,1,Birth
1284,36,ND,North Dakota,2006,7.6,1,Less than 20,1,Birth
1285,37,OH,Ohio,2006,10.9,1,Less than 20,1,Birth
1286,38,OK,Oklahoma,2006,13.8,1,Less than 20,1,Birth
1287,39,OR,Oregon,2006,9,1,Less than 20,1,Birth
1288,40,PA,Pennsylvania,2006,9.3,1,Less than 20,1,Birth
1289,41,RI,Rhode Island,2006,9.5,1,Less than 20,1,Birth
1290,42,SC,South Carolina,2006,13.4,1,Less than 20,1,Birth
1291,43,SD,South Dakota,2006,9.6,1,Less than 20,1,Birth
1292,44,TN,Tennessee,2006,13.1,1,Less than 20,1,Birth
1293,45,TX,Texas,2006,13.5,1,Less than 20,1,Birth
1294,46,UT,Utah,2006,6.8,1,Less than 20,1,Birth
1295,47,VT,Vermont,2006,7.5,1,Less than 20,1,Birth
1296,48,VA,Virginia,2006,8.5,1,Less than 20,1,Birth
1297,49,WA,Washington,2006,8.3,1,Less than 20,1,Birth
1298,50,WV,West Virginia,2006,12.7,1,Less than 20,1,Birth
1299,51,WI,Wisconsin,2006,8.5,1,Less than 20,1,Birth
1300,52,WY,Wyoming,2006,11.3,1,Less than 20,1,Birth
1301,1,US,United States,2006,53,2,20 until 29,1,Birth
